Id,Price,Class,Sub_Class,Latitude,Longitude,Park_Proximity,Location,Sub_Location,Transportation_Access,Radius,Image_Path
Fantasy Faire,Medium $$,Shopping,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Fantasyland,"Bus, Boat, Monorail",10,
Big Top Souvenirs,Medium $$,Shopping,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Fantasyland,"Bus, Boat, Monorail",10,
Star Traders,Medium $$,Shopping,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Tomorrowland,"Bus, Boat, Monorail",10,
Ursa's Major Minor Mart,Medium $$,Shopping,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Tomorrowland,"Bus, Boat, Monorail",10,
Town Square Theater,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,"Main Street, USA","Bus, Boat, Monorail",10,
Swiss Family Treehouse,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Adventureland,"Bus, Boat, Monorail",10,
The Magic Carpets of Aladdin,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Adventureland,"Bus, Boat, Monorail",10,
Jungle Cruise,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Adventureland,"Bus, Boat, Monorail",10,
Walt Disney's Enchanted Tiki Room,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Adventureland,"Bus, Boat, Monorail",10,
Pirates of the Caribbean,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Adventureland,"Bus, Boat, Monorail",10,
Splash Mountain,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Frontierland,"Bus, Boat, Monorail",10,
Big Thunder Mountain Railroad,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Frontierland,"Bus, Boat, Monorail",10,
Tom Sawyer Island,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Frontierland,"Bus, Boat, Monorail",10,
Country Bear Jamboree,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Frontierland,"Bus, Boat, Monorail",10,
The Hall of Presidents,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Liberty Square,"Bus, Boat, Monorail",10,
Liberty Square Riverboat,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Liberty Square,"Bus, Boat, Monorail",10,
Haunted Mansion,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Liberty Square,"Bus, Boat, Monorail",10,
Prince Charming Regal Carrousel,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Fantasyland,"Bus, Boat, Monorail",10,
Mickey's Philhar Magic,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Fantasyland,"Bus, Boat, Monorail",10,
Peter Pan's Flight,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Fantasyland,"Bus, Boat, Monorail",10,
It's A Small World,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Fantasyland,"Bus, Boat, Monorail",10,
Under the Sea Journey of the Little Mermaid,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Fantasyland,"Bus, Boat, Monorail",10,
The Barnstormer,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Fantasyland,"Bus, Boat, Monorail",10,
Dumbo the Flying Elephant,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Fantasyland,"Bus, Boat, Monorail",10,
Mad Tea Party,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Fantasyland,"Bus, Boat, Monorail",10,
The Many Adventures of Winnie the Pooh,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Fantasyland,"Bus, Boat, Monorail",10,
Seven Dwarfs Mine Train,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Fantasyland,"Bus, Boat, Monorail",10,
Princess Fairytale Hall,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Fantasyland,"Bus, Boat, Monorail",10,
Tomorrowland Speedway,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Tomorrowland,"Bus, Boat, Monorail",10,
Space Mountain,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Tomorrowland,"Bus, Boat, Monorail",10,
Astro Orbiter,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Tomorrowland,"Bus, Boat, Monorail",10,
Tomorrowland Transit Authority PeopleMover,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Tomorrowland,"Bus, Boat, Monorail",10,
Walt Disney's Carousel of Progress,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Tomorrowland,"Bus, Boat, Monorail",10,
Buzz Lightyear's Space Ranger Spin,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Tomorrowland,"Bus, Boat, Monorail",10,
Monsters Inc. Laugh Floor,None,Attraction,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,Tomorrowland,"Bus, Boat, Monorail",10,
City Hall,None,Guest Services,,28.418579,-81.5812062,Magic Kingdom,Magic Kingdom,"Main Street, USA","Bus, Boat, Monorail",10,
Old Key West,Deluxe Villas $$$$,Resort,,28.3752726,-81.533391,Disney Springs,Old Key West,Old Key West,"Bus, Boat",10,
Good's Food To Go,Medium $$,Dining,,28.3752726,-81.533391,Disney Springs,Old Key West,Old Key West,"Bus, Boat",10,
Gurgling Suitcase,Medium $$,Dining,,28.3752726,-81.533391,Disney Springs,Old Key West,Old Key West,"Bus, Boat",10,
Olivia's Café,Medium $$,Dining,,28.3752726,-81.533391,Disney Springs,Old Key West,Old Key West,"Bus, Boat",10,
Turtle Shack Poolside Snacks,Medium $$,Dining,,28.3752726,-81.533391,Disney Springs,Old Key West,Old Key West,"Bus, Boat",10,
Polynesian,Deluxe $$$,Resort,,28.4054556,-81.5851827,Magic Kingdom,Polynesian,Polynesian,"Bus, Boat, Monorail",10,
Barefoot Pool Bar,Medium $$,Dining,,28.4054556,-81.585183,Magic Kingdom,Polynesian,Polynesian,"Bus, Boat, Monorail",10,
Captain Cook's,Medium $$,Dining,,28.4054556,-81.585183,Magic Kingdom,Polynesian,Polynesian,"Bus, Boat, Monorail",10,
Kona Café,Medium $$,Dining,,28.4054556,-81.585183,Magic Kingdom,Polynesian,Polynesian,"Bus, Boat, Monorail",10,
Kona Island Sushi Bar,Medium $$,Dining,,28.4054556,-81.585183,Magic Kingdom,Polynesian,Polynesian,"Bus, Boat, Monorail",10,
Oasis Bar & Grill,Medium $$,Dining,,28.4054556,-81.585183,Magic Kingdom,Polynesian,Polynesian,"Bus, Boat, Monorail",10,
Ohana,Medium $$,Dining,,28.4054556,-81.585183,Magic Kingdom,Polynesian,Polynesian,"Bus, Boat, Monorail",10,
Pineapple Lanai,Medium $$,Dining,,28.4054556,-81.585183,Magic Kingdom,Polynesian,Polynesian,"Bus, Boat, Monorail",10,
Spirit of Aloha Dinner Show at Luau Cove,Medium $$,Dining,,28.4054556,-81.585183,Magic Kingdom,Polynesian,Polynesian,"Bus, Boat, Monorail",10,
Tambu Lounge,Medium $$,Dining,,28.4054556,-81.585183,Magic Kingdom,Polynesian,Polynesian,"Bus, Boat, Monorail",10,
Trader Sam's Grog Grotto,Medium $$,Dining,,28.4054556,-81.585183,Magic Kingdom,Polynesian,Polynesian,"Bus, Boat, Monorail",10,
Everything Pop,Medium $$,Dining,,28.3504105,-81.5428456,Hollywood Studios,Pop Century,Pop Century,"Bus, Skyliner",10,
Petals Pool Bar,Medium $$,Dining,,28.3504105,-81.5428456,Hollywood Studios,Pop Century,Pop Century,"Bus, Skyliner",10,
Pop Century,Value $,Resort,,28.3504105,-81.5428456,Hollywood Studios,Pop Century,Pop Century,"Bus, Skyliner",10,
Mardi Grogs,Medium $$,Dining,,28.3801785,-81.5367063,Disney Springs,Port Orleans French Quarter,Port Orleans French Quarter,"Bus, Boat",10,
Sassagoula Floatworks & Food Factory,Medium $$,Dining,,28.3801785,-81.5367063,Disney Springs,Port Orleans French Quarter,Port Orleans French Quarter,"Bus, Boat",10,
Scat Cat's Club,Medium $$,Dining,,28.3801785,-81.5367063,Disney Springs,Port Orleans French Quarter,Port Orleans French Quarter,"Bus, Boat",10,
Port Orleans French Quarter,Moderate $$,Resort,,28.3801785,-81.5367063,Disney Springs,Port Orleans French Quarter,Port Orleans French Quarter,"Bus, Boat",10,
Boatwright's Dining Hall,Medium $$,Dining,,28.3863204,-81.5368644,Disney Springs,Port Orleans Riverside,Port Orleans Riverside,"Bus, Boat",10,
Muddy Rivers,Medium $$,Dining,,28.3863204,-81.5368644,Disney Springs,Port Orleans Riverside,Port Orleans Riverside,"Bus, Boat",10,
River Roost,Medium $$,Dining,,28.3863204,-81.5368644,Disney Springs,Port Orleans Riverside,Port Orleans Riverside,"Bus, Boat",10,
Riverside Mill,Medium $$,Dining,,28.3863204,-81.5368644,Disney Springs,Port Orleans Riverside,Port Orleans Riverside,"Bus, Boat",10,
Port Orleans Riverside,Moderate $$,Resort,,28.3863204,-81.5368644,Disney Springs,Port Orleans Riverside,Port Orleans Riverside,"Bus, Boat",10,
Topolino's Terrace,High $$$,Dining,,28.3660327,-81.5415916,Epcot,Riviera,Riviera,"Bus, Skyliner",10,
Riviera,Deluxe $$$,Resort,,28.3660327,-81.5415916,Epcot,Riviera,Riviera,"Bus, Skyliner",10,
Bar Riva,Medium $$,Dining,,28.3660327,-81.5415916,Epcot,Riviera,Riviera,"Bus, Skyliner",10,
Le Petit Café,Medium $$,Dining,,28.3660327,-81.5415916,Epcot,Riviera,Riviera,"Bus, Skyliner",10,
Primo Piatto,Medium $$,Dining,,28.3660327,-81.5415916,Epcot,Riviera,Riviera,"Bus, Skyliner",10,
Saratoga Springs,Deluxe Villas $$$$,Resort,,28.3764023,-81.5229652,Disney Springs,Saratoga Springs,Saratoga Springs,"Bus, Boat",10,
On The Rocks,Medium $$,Dining,,28.3764023,-81.522965,Disney Springs,Saratoga Springs,Saratoga Springs,"Bus, Boat",10,
The Artist's Palette,Medium $$,Dining,,28.3764023,-81.522965,Disney Springs,Saratoga Springs,Saratoga Springs,"Bus, Boat",10,
The Turf Club Bar & Grill,Medium $$,Dining,,28.3764023,-81.522965,Disney Springs,Saratoga Springs,Saratoga Springs,"Bus, Boat",10,
The Turf Club Lounge,Medium $$,Dining,,28.3764023,-81.522965,Disney Springs,Saratoga Springs,Saratoga Springs,"Bus, Boat",10,
Garden Grove,Medium $$,Dining,,28.3652056,-81.5592999,Epcot,Swan,Swan,"Bus, Skyliner",10,
Il Mulino,Medium $$,Dining,,28.3652056,-81.5592999,Epcot,Swan,Swan,"Bus, Skyliner",10,
Kimonos,Medium $$,Dining,,28.3652056,-81.5592999,Epcot,Swan,Swan,"Bus, Skyliner",10,
Swan,Value $,Resort,,28.3652056,-81.5592999,Epcot,Swan,Swan,"Bus, Skyliner",10,
Wilderness Lodge,Deluxe $$$,Resort,,28.4090888,-81.5730225,Magic Kingdom,Wilderness Lodge,Wilderness Lodge,"Bus, Boat",10,
Artist Point,Medium $$,Dining,,28.4090888,-81.573023,Magic Kingdom,Wilderness Lodge,Wilderness Lodge,"Bus, Boat",10,
Crockett's Tavern,Medium $$,Dining,,28.4090888,-81.573023,Magic Kingdom,Wilderness Lodge,Wilderness Lodge,"Bus, Boat",10,
Geyser Point Bar & Grill,Medium $$,Dining,,28.4090888,-81.573023,Magic Kingdom,Wilderness Lodge,Wilderness Lodge,"Bus, Boat",10,
Hoop-Dee-Doo Musical Revue,Medium $$,Dining,,28.4090888,-81.573023,Magic Kingdom,Wilderness Lodge,Wilderness Lodge,"Bus, Boat",10,
Meadow Snack Bar,Medium $$,Dining,,28.4090888,-81.573023,Magic Kingdom,Wilderness Lodge,Wilderness Lodge,"Bus, Boat",10,
P & J's Southern Takeout,Medium $$,Dining,,28.4090888,-81.573023,Magic Kingdom,Wilderness Lodge,Wilderness Lodge,"Bus, Boat",10,
Roaring Fork,Medium $$,Dining,,28.4090888,-81.573023,Magic Kingdom,Wilderness Lodge,Wilderness Lodge,"Bus, Boat",10,
Territory Lounge,Medium $$,Dining,,28.4090888,-81.573023,Magic Kingdom,Wilderness Lodge,Wilderness Lodge,"Bus, Boat",10,
Trail's End Restaurant,Medium $$,Dining,,28.4090888,-81.573023,Magic Kingdom,Wilderness Lodge,Wilderness Lodge,"Bus, Boat",10,
Trout Pass Pool Bar,Medium $$,Dining,,28.4090888,-81.573023,Magic Kingdom,Wilderness Lodge,Wilderness Lodge,"Bus, Boat",10,
Whispering Canyon Café,Medium $$,Dining,,28.4090888,-81.573023,Magic Kingdom,Wilderness Lodge,Wilderness Lodge,"Bus, Boat",10,
Yachtsman Steakhouse,High $$$,Dining,,28.3709572,-81.5587126,Epcot,Yacht Club,Yacht Club,"Bus, Skyliner",10,
Yacht Club,Deluxe $$$,Resort,,28.3709572,-81.5587126,Epcot,Yacht Club,Yacht Club,"Bus, Skyliner",10,
Ale & Compass,Medium $$,Dining,,28.3709572,-81.5587126,Epcot,Yacht Club,Yacht Club,"Bus, Skyliner",10,
Ale & Compass Lounge,Medium $$,Dining,,28.3709572,-81.5587126,Epcot,Yacht Club,Yacht Club,"Bus, Skyliner",10,
Beaches & Cream,Medium $$,Dining,,28.3709572,-81.5587126,Epcot,Yacht Club,Yacht Club,"Bus, Skyliner",10,
Crew's Cup Lounge,Medium $$,Dining,,28.3709572,-81.5587126,Epcot,Yacht Club,Yacht Club,"Bus, Skyliner",10,
Hurricane Hanna's Grille,Medium $$,Dining,,28.3709572,-81.5587126,Epcot,Yacht Club,Yacht Club,"Bus, Skyliner",10,
